text,location,retweets,user_id,created_at
Donald Trump interview in 2013. He has always been consistent https://t.co/2i4H6kjEjT,,0,3507100335,Thu Feb 18 23:59:01 +0000 2016
"#buzzfeed A Canadian Nightclub Made A Mural So You Can Pee Into Donald Trump's Mouth: Behold, the world’s grea... https://t.co/6weyG1mG9Y",Arlington VA (DC Area),0,69330522,Thu Feb 18 23:59:01 +0000 2016
"@FoxNews @Judgenap @realDonaldTrump Don't worry about, Donald Trump for president, the best of best, make America great again, do you agree?",,1,2681160897,Thu Feb 18 23:59:01 +0000 2016
"I feel whenever Donald Trump says something, Hillary's chances goes up a little bit more ⬆️",Can't Pin Me Down,0,356432115,Thu Feb 18 23:59:00 +0000 2016
MSNBC’s town hall with Donald Trump was disgraceful: https://t.co/2IPLiSVoSF via @slate,,1,4915169428,Thu Feb 18 23:59:00 +0000 2016
Donald Trump is a worthless piece of human garbage and I'm so beyond over this debauchery that is his campaign.,United States,0,4112820448,Thu Feb 18 23:58:59 +0000 2016
"A Canadian Nightclub Made A Mural So You Can Pee Into Donald Trump's Mouth: Behold, the world’s greatest... https://t.co/td07rvqyxY #Buzz","Eldoret, Kenya",0,140076315,Thu Feb 18 23:58:57 +0000 2016
Rep. Pittenger: I Never Heard Billy Graham Declare Someone Was Not a Christian https://t.co/OKTILxYdIW via @Newsmax_Media,,0,341027410,Thu Feb 18 23:58:57 +0000 2016
I still can't get over the fact that Donald Trump was even able to become a candidate for presidency.. Like what has the world come to?,in johnny depp's bed,0,2280356339,Thu Feb 18 23:58:55 +0000 2016
"Trump took $150k 9/11 grant for 'small' business' recovery? NO, couldn't be, could it? https://t.co/oL8qiU8wVr",57.31188 25.27456,1,243019322,Thu Feb 18 23:58:55 +0000 2016
"""How on Earth can anyone vote for that ... person?"" 2016 and morality #election2016 https://t.co/g2yWZ0Tn44 via @voxdotcom","Adelaide, South Australia",0,3180150432,Thu Feb 18 23:58:55 +0000 2016
The current state of the presidential race in South Carolina: https://t.co/sWDD3nqt6q,"ÜT: 41.35179,-82.119916",0,20732804,Thu Feb 18 23:58:54 +0000 2016
Kanye West is the Black Donald Trump.,Downtherabbithole next 2 Alice,0,52966879,Thu Feb 18 23:58:53 +0000 2016
Donald Trump prepares to meet Vatican representative https://t.co/y16vdVRV5z,,0,1594849514,Thu Feb 18 23:58:52 +0000 2016
"Michael Hoffman: “Who am I to judge?” pontiff issues judgment on Donald #Trump.
 Is #PopeFrancis the #Antichrist? 
https://t.co/GJ0pjX2eMF","Coeur d’Alene, Idaho",17,243666972,Thu Feb 18 23:58:51 +0000 2016
"""The debate is playing out on social media and Donald Trump is leading the way."" -@carenbohan #WBCNow https://t.co/jQRVvCYSb2",Worldwide,3,14412844,Thu Feb 18 23:58:49 +0000 2016
"A Canadian Nightclub Made A Mural So You Can Pee Into Donald Trump's Mouth: Behold, the world’s greatest murinal.

...",,0,1248684362,Thu Feb 18 23:58:47 +0000 2016
Hot Buzz: A Canadian Nightclub Made A Mural So You Can Pee Into Donald Trump's Mouth https://t.co/MnOSsBHqFt #buzzing,US,0,62595360,Thu Feb 18 23:58:46 +0000 2016
It's official: Donald Trump and Kanye West are related.,,0,1959616844,Thu Feb 18 23:58:45 +0000 2016
Exclusive: Donald Trump's Original Encounter With Pope Francis: Today’s Donald Trump – Pope Francis kerfuffle ... https://t.co/0om3tpBsyb,"Namibia,Windhoek ",0,2197035629,Thu Feb 18 23:58:40 +0000 2016
#White House race: Donald Trump's rampaging heresy in South Carolina #jobs #followingjob #: #Washington: Just ... https://t.co/sbqQXaYg1N,,0,2984140421,Thu Feb 18 23:58:40 +0000 2016
"トランプ氏の表現は
“For a religious leader to question a person’s faith is disgraceful.”
というものです
https://t.co/ZprK5H1NfA",soundcloud.com/jazz1492,0,28905376,Thu Feb 18 23:58:38 +0000 2016
Exclusive: Donald Trump's Original Encounter With Pope Francis: Today’s Donald Trump – Pope Francis kerfuffle ... https://t.co/yWwNkctwfu,columbus,0,2462118576,Thu Feb 18 23:58:37 +0000 2016
"(No, thanks) If Donald Trump Wins, Americans Are Welcome on This Nice Canadian Island.  https://t.co/BOjgeDNwOT",Auckland ,0,226997507,Thu Feb 18 23:58:36 +0000 2016
Pope Francis is not cool with Donald Trump and says he is not a Christian over his position on illegal immigration.,"Toronto, Ontario, Canada",0,34507278,Thu Feb 18 23:58:35 +0000 2016
#WaSr4trump-SEIU union in 'hyperdrive' to derail Donald Trump https://t.co/TVdWKOYwWV via @American_Mirror,,0,3396584299,Thu Feb 18 23:58:35 +0000 2016
@Leon_Krauze es Donald Trump y tiene potente imaginación.,CDMX,0,35541930,Thu Feb 18 23:58:33 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump https://t.co/hTjc3LyMfy https://t.co/KJJstzDYCu,Washington DC,1,124490608,Thu Feb 18 23:58:33 +0000 2016
"Yeah, this douche is a ""Christian"". Sure. https://t.co/Xb0gf9xNqa",,0,508370282,Thu Feb 18 23:58:33 +0000 2016
These adds about Donald trump go back many years and the Donald being a business man did what he had to do to make money. So I don't buy it.,Long Island New York,0,44789289,Thu Feb 18 23:58:33 +0000 2016
"TIENE RAZON
Trump al papa Francisco: ""Cuando venga Estado Islámico por él, querrá que yo sea https://t.co/DjEzMwamq5 https://t.co/83hVn5Jzve",MIAMI,0,236579138,Thu Feb 18 23:58:32 +0000 2016
Pope Francis Says Donald Trump Is ‘Not Christian’... https://t.co/RHAHtdDmVF https://t.co/demJXwYxGR,,0,1039438225,Thu Feb 18 23:58:29 +0000 2016
Thin Skinned and  unChristian Donald Trump's history of suggesting Obama is a Muslim https://t.co/7jw6UiSmT7,,3,2340698592,Thu Feb 18 23:58:24 +0000 2016
"Pretty sure Trump has a drawer full of these prepared responses; eg, ""Donald J. Trump Response To The Queen"" https://t.co/i3g5cfri69","Toronto, Canada",0,7477172,Thu Feb 18 23:58:22 +0000 2016
Why Americans Believe Donald Trump’s Worst Conspiracy Theories https://t.co/PdhvC0dCdD,"Lagos, Nigeria",0,245693197,Thu Feb 18 23:58:19 +0000 2016
The Pope vs Donald Trump... That sounds like an interesting #rapbattle #Trump,,0,4295476335,Thu Feb 18 23:58:19 +0000 2016
Pope Francis Christens GOP Candidate Donald Trump ‘Not Christian’ https://t.co/zb325xAqTR,Delta State,0,4100683653,Thu Feb 18 23:58:17 +0000 2016
Perhaps America need a Donald Trump ... @potus shits his diapers for Putin and Erdogan &lt;);o),Deventer,0,330532772,Thu Feb 18 23:58:16 +0000 2016
#PopeFrancis vs #Donald Trump - FIGHT!!!!! https://t.co/WtwBTQPE4v via @YouTube,riyadh,0,287423191,Thu Feb 18 23:58:13 +0000 2016
Donald Trump: 'I Want to Give Power Back to the Church'... https://t.co/MizpAMlqI3 https://t.co/9mB51sWHKO,,0,1039438225,Thu Feb 18 23:58:12 +0000 2016
#scprimary Donald Trump BANNER Sign HUGE 8ft x 24in  Republican  #rnc #rnc #gop #nra #nra https://t.co/WRHkYIyhnP,,0,4741160245,Thu Feb 18 23:58:10 +0000 2016
"@underwarecrayon More proof TRUMP says all illegals can stay -June 2015 
READ HERE: https://t.co/684KbNWPTS …  https://t.co/QxkJvDaaQV",United States of America,2,2905099385,Thu Feb 18 23:58:10 +0000 2016
I added a video to a @YouTube playlist https://t.co/z3jkfec6od Ralph Nader on Donald Trump vs Bernie Sanders in 2016,"Hollywood, Los Angeles",1,3270321498,Thu Feb 18 23:58:10 +0000 2016
Donald Trump and the Central Park Five: the racially charged rise of a demagogue https://t.co/1sLezBayXl,Dublin,0,295349252,Thu Feb 18 23:58:07 +0000 2016
"Donald Trump needs to write another Art of the Deal, but have it focus on sliding into DMs this time","East Lansing, MI",1,479962573,Thu Feb 18 23:58:07 +0000 2016
Pope Francis questions Donald Trump's Christianity https://t.co/srP7KBfF99,"Cape Town, South Africa",3,69846192,Thu Feb 18 23:58:07 +0000 2016
Donald Trump v. Pope Francis. Can't say I saw this one coming.,"San Antonio, TX",0,473459629,Thu Feb 18 23:58:06 +0000 2016
"Allo Donald Trump ?  
5 American Muslims on fear -- and faith - https://t.co/jHkxlBwZPs https://t.co/eXL3bYvHhp",Nancy,0,355514079,Thu Feb 18 23:58:03 +0000 2016
Pope Francis Christens GOP Candidate Donald Trump ‘Not Christian’ https://t.co/fyK2sqdRP8,Lagos|Nigeria,0,380592355,Thu Feb 18 23:58:03 +0000 2016
This Donald Trump interview just might change your mind! https://t.co/RqcZqAGnNk https://t.co/N0fYdl7iQt,,0,2568263063,Thu Feb 18 23:58:03 +0000 2016
Donald Trump is a steaming  💩,,0,52358549,Thu Feb 18 23:58:03 +0000 2016
A Canadian Nightclub Made A Mural So You Can Pee Into Donald Trump's Mouth https://t.co/42HPNT60hf,,0,43162523,Thu Feb 18 23:58:02 +0000 2016
I liked a @YouTube video https://t.co/EPP8aRD6bC Will Donald Trump's ties to a criminal hurt his campaign? | Dana,,0,1115065141,Thu Feb 18 23:58:02 +0000 2016
Pope Francis Christens GOP Candidate Donald Trump ‘Not Christian’ https://t.co/XjVt3fp5XG,"Lagos,Nigeria",0,2889207047,Thu Feb 18 23:58:01 +0000 2016
""" @realDonaldTrump is right about the Pope"" says @washingtonpost.YES! #Trump2016 #SCPrimary #MakeAmericaGreatAgain  https://t.co/Ac1hecZULf", USA,0,3309052040,Thu Feb 18 23:57:56 +0000 2016
The Pope should know better than to judge a person. https://t.co/7hMKjoczfk,America,0,1604292973,Thu Feb 18 23:57:56 +0000 2016
"I love this story:

Pope Francis questions Donald Trump’s Christianity over migrants
https://t.co/zqRMZoTgve",London,0,182604273,Thu Feb 18 23:57:51 +0000 2016
"...the idea of the Pope wishing and praying that he ""Donald Trump wld hve been president"" is the most absurd and desperately stupid comment",London/Mexico DF,0,54902256,Thu Feb 18 23:57:51 +0000 2016
"...the idea of the Pope wishing and praying that he ""Donald Trump wld hve been president"" is the most absurd and desperately stupid comment",London/Mexico DF,0,54902256,Thu Feb 18 23:57:51 +0000 2016
Trump aide fires back at pope: The Vatican is surrounded by walls: https://t.co/LIjyGtAvnT,"Bayern, Deutschland",0,4432631477,Thu Feb 18 23:57:49 +0000 2016
#NBA #Mavericks Mark Cuban: Plastering Donald Trump's face on proposed border wall ... - https://t.co/iGQeh30ZLv https://t.co/j4st6TXy41,"Dallas, Texas",0,391228729,Thu Feb 18 23:57:49 +0000 2016
"@PolitiBunny More proof TRUMP says all illegals can stay -June 2015 
READ HERE: https://t.co/684KbNWPTS … 
https://t.co/QxkJvDaaQV",United States of America,0,2905099385,Thu Feb 18 23:57:49 +0000 2016
"Quinnipiac and USA Today/Suffolk conducted within the last week give Trump between a 15 to 20 points lead.
https://t.co/3bgWIpeVis",PLANET ZOG..ZZ9 Plural Z Alpha,1,223932036,Thu Feb 18 23:57:47 +0000 2016
Pope hands Trump a defeat. Not Electable Donald Trump Loses: Astrology and Psychic Predictions 2016 https://t.co/qian6fZ8vf via @Rosemary913,"Upper Darby, PA",0,15343584,Thu Feb 18 23:57:46 +0000 2016
El Papa es quien critica a Donald Trump porque éste quiere un muro para los inmigrantes de la frontera https://t.co/8hSEhrDx9d @NODOticias,Valencia y España,0,594857839,Thu Feb 18 23:57:46 +0000 2016
UP LIKE DONALD TRUMP,"Punta arenas, Chile",0,351993446,Thu Feb 18 23:57:45 +0000 2016
Exclusive: Donald Trump's Original Encounter With Pope Francis: Today’s Donald Trump – Pope... https://t.co/OuOHKBlQQA #seattle #business,Seattle,0,82109833,Thu Feb 18 23:57:43 +0000 2016
Donald Trump vs. The Pope -- Do the Vatican Walls Get the Pass? https://t.co/oKKlDfA5JS via TMZ,"ÜT: 41.853508,-71.481087",3,53920756,Thu Feb 18 23:57:42 +0000 2016
Donald Trump: Saddam Hussein Was A ‘Bad Guy … But He Killed Terrorists’ https://t.co/GQr7qxdnMQ via @wordpressdotcom,Where He leads me I follow ☝,0,769971685,Thu Feb 18 23:57:42 +0000 2016
A Winnipeg Nightclub Made A Mural So You Can Pee Into Donald Trump's Mouth https://t.co/mnn7VJ5GL7,"Winnipeg, Mb",0,534906447,Thu Feb 18 23:57:42 +0000 2016
El #PapaFrancisco dice que Donald Trump no es cristiano https://t.co/A57EZFOiHz https://t.co/s7pMpp1Zvu,"Punto Fijo, Falcón",2,3534491063,Thu Feb 18 23:57:38 +0000 2016
"#Nacional
Papa arremete contra Donald Trump...Leer más:https://t.co/NoI8d9HRCg https://t.co/vryUiMREDj",México D.F.,1,82985434,Thu Feb 18 23:57:38 +0000 2016
"Your Thursday Evening Briefing: iPhone, Pope Francis, Donald Trump - New York Times https://t.co/r9HQStSgio",,0,106591152,Thu Feb 18 23:57:37 +0000 2016
Ted Cruz ad hits Donald Trump in Nevada on land rights https://t.co/UojYMGJL8w,Chicago IL,0,138224760,Thu Feb 18 23:57:37 +0000 2016
Ted Cruz ad hits Donald Trump in Nevada on land rights https://t.co/Lgtyru4XdU,East Corinth VT,0,138223321,Thu Feb 18 23:57:35 +0000 2016
"While disparaging the first Black president with help of old media Donald Trump is acting more ""niggardly"" each day like some Albino gorilla",DMV,0,328013895,Thu Feb 18 23:57:34 +0000 2016
#Forbes Exclusive: Donald Trump's Original Encounter With Pope Francis https://t.co/k8ToYMYgel,ShloMotion,0,1694315179,Thu Feb 18 23:57:32 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump: The GOP front-run... https://t.co/aLTiMLeenF by: @washingtonpost,México,0,207630652,Thu Feb 18 23:57:32 +0000 2016
#White House race: Donald Trump's rampaging heresy in South Carolina #jobs #jobsearch #: #Washington: Just two... https://t.co/ZdvYL2XIRb,"New York, USA",0,2909239049,Thu Feb 18 23:57:31 +0000 2016
"#Apple at war with US government, Donald Trump #jobs #jobsearch #: #Apple chief executive Tim Cook's refusal t... https://t.co/EpLHKhzLzi","New York, USA",0,2909239049,Thu Feb 18 23:57:31 +0000 2016
"Excerpts from a Pentecostal Blog:

Once again, Donald Trump has responded to another attack. It seems that the... https://t.co/kNUfMdOmyA","Kihei, Hawaii",0,374002469,Thu Feb 18 23:57:31 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump: The GOP front-runner’s harsh proposal... https://t.co/GhwRamORBf,,0,3044768595,Thu Feb 18 23:57:27 +0000 2016
BBC News - Donald Trump questions whether Cruz can be president https://t.co/C77N4d5pxB,"Florence, AL",0,26265231,Thu Feb 18 23:57:26 +0000 2016
The Pope vs. Trump: Social media piles on: On Thursday Pope Francis said Donald Trump “is not Christian” if he... https://t.co/fNpfOgusCp,,0,1700244398,Thu Feb 18 23:57:26 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump https://t.co/RwnIuZn1cf,,0,2559476538,Thu Feb 18 23:57:25 +0000 2016
Pope Francis calls out Donald Trump over his plan to build U.S.-Mexico wall - https://t.co/1zclxXfv1B #Africa #news,Africa,0,204707276,Thu Feb 18 23:57:25 +0000 2016
So from what I'm getting from y'all is that Donald Trump is a better person than Kanye West ..... Interesting,,0,64813993,Thu Feb 18 23:57:23 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump: The GOP front-runner’s harsh proposal... https://t.co/SpwhH2K6Uh,india,0,111050407,Thu Feb 18 23:57:23 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump: The GOP front-runne... https://t.co/u8EZntirPf - @washingtonpost,World,0,1707606230,Thu Feb 18 23:57:22 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump https://t.co/Pb2rYhUH3k,In your head,0,2339132688,Thu Feb 18 23:57:22 +0000 2016
"@SenatorRonbo More proof TRUMP says all illegals can stay -June 2015 
READ HERE: https://t.co/684KbNWPTS … 
https://t.co/QxkJvDaaQV",United States of America,0,2905099385,Thu Feb 18 23:57:21 +0000 2016
"@LifeZette @realDonaldTrump Ted Cruz lives "" rent free "" in Donald Trump's &amp; Marco Rubio's heads  !",U.S.A.,0,2273724902,Thu Feb 18 23:57:19 +0000 2016
31 Percent Of Donald Trump Supporters In South Carolina Support Banning Gays From Entering U.S. https://t.co/Akgm0lodJX,"iPhone: 42.919407,-85.612213",0,16855153,Thu Feb 18 23:57:18 +0000 2016
Pope Francis questions Donald Trump's Christianity over migrants,,0,368340567,Thu Feb 18 23:57:18 +0000 2016
Border Wall: Pope Attacks Donald Trump: 'Not Christian' - Trump Responds - Breitbart https://t.co/NYuhFTQgnh via @BreitbartNews,,0,384053876,Thu Feb 18 23:57:17 +0000 2016
Presidente Donald Trump não é o certo AMÉRICA. NÃO COMETA O MESMO ERRO DOS BRASILEIROS. Vlw,"Caxias do Sul, Brasil",0,1454615018,Thu Feb 18 23:57:17 +0000 2016
Donald Trump's lack of self-control is a fatal character flaw in a presidential candidate for any political party. https://t.co/2INquzYs1P,London Ontario Canada,0,23244113,Thu Feb 18 23:57:17 +0000 2016
Limbaugh: Pope Wants Illegal Immigrants to 'Convert' US to Socialism https://t.co/PZMNFN0twm,Eastern NC,0,23994631,Thu Feb 18 23:57:17 +0000 2016
"""Dear Media, Stop Freaking Out Over Donald Trump's Polls"" by Nate Silver, Nov 23, 2015. https://t.co/bDHOBykjkI","New York, USA",0,16687624,Thu Feb 18 23:57:16 +0000 2016
Here's what Donald Trump could do as president — without Congress's help - Vox https://t.co/BlvqWTaFhk,Россия,0,429072082,Thu Feb 18 23:57:16 +0000 2016
"Mary Matalin: Pope Francis Just Gave Donald Trump ‘A Big, Fat, Wet Kiss’  https://t.co/OHQicgGczN via @BreitbartNews",L.A.(Lower Alabama),2,27285591,Thu Feb 18 23:57:14 +0000 2016
"Donald Trump has taken aim at the Pope, calling him disgraceful, after the Pontiff said he wasn't a true Christian #hit929news","Perth, Western Australia",0,19746533,Thu Feb 18 23:57:13 +0000 2016
Michael Reagan: Pope Did Trump Big Favor By Questioning His Faith https://t.co/8pd2dCr3hC via @Newsmax_Media,,0,341027410,Thu Feb 18 23:57:13 +0000 2016
"Donald Trump le contestó al papa: ""Cuando venga Estado Islámico por él, querrá que yo sea presidente"" https://t.co/lZtxOu6VqC 

ljasldkajlks",Argentina,0,161082469,Thu Feb 18 23:57:12 +0000 2016
The Pope Is Way More Popular Than Donald Trump: Donald Trump took a break from threatening to… https://t.co/a1qTFENyFo | @FiveThirtyEight,"Virginia Beach, VA",0,3306049410,Thu Feb 18 23:57:11 +0000 2016
1: Donald Trump 2: dedstroying Scottish areas of outstanding natural beauty for tacky golf courses 3:: dodging tax https://t.co/DhEC1ZzpNw,,0,2177914447,Thu Feb 18 23:57:10 +0000 2016
"Donald Trump's first TV ad shows migrants 'at the southern border,' but they're actually in Morocco https://t.co/ghFbce6Ymf via @PolitiFact",New York City,0,40179854,Thu Feb 18 23:57:10 +0000 2016
The Pope just well and truly dissed Donald Trump.. https://t.co/42kNSSv7cE https://t.co/qPwX4BzLCc,U.K.,0,2718164052,Thu Feb 18 23:57:10 +0000 2016
Pope says Donald Trump `not a Christian`: Pope Francis on Thursday intervened explosively in the US election c... https://t.co/HMoRteZ6Zt,"Chandigarh, India",0,4516834274,Thu Feb 18 23:57:07 +0000 2016
"A Canadian Nightclub Made A Mural So You Can Pee Into Donald Trump's Mouth: Behold, the… https://t.co/6EUMT4XmIO",,0,2532087254,Thu Feb 18 23:57:07 +0000 2016
News Arm - Pope says Donald Trump is 'not a Christian' https://t.co/KwdsI6KSG3 ... https://t.co/0nqG8429tw,U.S.A.,0,3078467084,Thu Feb 18 23:57:07 +0000 2016
"Typical Trump supporter's reaction to spat with Pope: “I thought the Pope was a better person than that""
https://t.co/kaP72qmpOk","Washington, DC",8,218325695,Thu Feb 18 23:57:05 +0000 2016
@ChristiChat If Donald Trump would tell us the truth re: his #RicoLawsuit with #GeorgeSoros I would consider changing my vote,,0,54204081,Thu Feb 18 23:57:05 +0000 2016
Pope says Donald Trump is not a Christian https://t.co/07AVprB5wW ... https://t.co/r6zNWdu8ag,U.S.A.,0,3078467084,Thu Feb 18 23:57:05 +0000 2016
"Full Speech: Donald Trump Rally in Kiawah, SC (2-18-16) https://t.co/AWs6mVbkW7 via @YouTube", AMERICANS DETEST POLITICIANS,8,54769979,Thu Feb 18 23:57:05 +0000 2016
https://t.co/dcFSWcOvTu,CIUDAD DE BUENOS AIRES,2,265528581,Thu Feb 18 23:57:04 +0000 2016
Stay tuned for our 2.0 release which is gonna be HUUUUUUGE (Donald Trump Voice),,2,4835676538,Thu Feb 18 23:57:03 +0000 2016
@WTAE Donald Trump ..who is this Pope guy?,,0,3064992045,Thu Feb 18 23:57:02 +0000 2016
